cpu_percent,memory_percent,latency_ms,error_count,request_rate,active_pods,predicted_load,service,service_type,action
77,54,166,0,1338,2,73.98,analytics,non_critical,stable
58,73,361,0,271,8,87.54,lab_report,non_critical,scale_down
77,39,125,3,1463,6,65.63,pharmacy,non_critical,stable
61,35,89,8,1337,8,52.57,patient_monitoring,critical,scale_up
55,89,188,8,591,5,74.18,patient_monitoring,critical,scale_up
24,50,156,8,213,4,43.03,lab_report,non_critical,scale_up
55,59,77,4,735,7,54.37,lab_report,non_critical,stable
89,29,371,10,531,7,91.36,lab_report,non_critical,scale_up
9,88,49,6,19,2,68.62,lab_report,non_critical,scale_down
29,73,220,5,1444,10,61.29,analytics,non_critical,scale_down
21,25,212,2,1489,6,42.18,patient_monitoring,critical,scale_up
63,5,88,3,1091,4,43.98,pharmacy,non_critical,stable
97,50,94,10,430,1,73.76,pharmacy,non_critical,scale_up
80,73,351,4,989,7,98.98,lab_report,non_critical,scale_up
95,44,353,4,299,10,96.6,pharmacy,non_critical,scale_down
66,91,345,7,975,8,96.75,patient_monitoring,critical,scale_up
1,51,301,7,292,2,46.48,pharmacy,non_critical,scale_up
41,58,178,1,1019,2,57.74,analytics,non_critical,stable
58,79,390,8,259,10,92.22,lab_report,non_critical,scale_up
19,76,160,4,260,6,48.82,pharmacy,non_critical,stable
80,16,340,9,1139,4,81.08,pharmacy,non_critical,scale_up
9,53,203,4,587,3,41.87,analytics,non_critical,stable
70,23,249,8,1098,10,69.0,pharmacy,non_critical,scale_up
28,83,249,8,56,5,63.91,emergency,critical,scale_up
8,21,80,10,125,2,18.55,emergency,critical,scale_up
62,11,187,9,662,6,54.32,emergency,critical,scale_up
38,66,269,6,236,6,66.17,emergency,critical,scale_up
35,74,227,9,553,6,63.51,patient_monitoring,critical,scale_up
14,78,63,5,43,2,62.26,emergency,critical,scale_down
85,27,357,7,611,7,87.52,analytics,non_critical,scale_up
83,29,188,2,903,10,70.81,patient_monitoring,critical,scale_up
8,19,47,0,12,6,14.42,pharmacy,non_critical,scale_down
15,64,229,8,1276,7,52.15,emergency,critical,scale_up
94,87,287,9,1179,8,104.16,patient_monitoring,critical,scale_up
3,44,198,3,992,1,36.48,lab_report,non_critical,stable
55,41,42,3,335,5,44.67,emergency,critical,stable
15,77,82,1,1484,7,41.77,lab_report,non_critical,stable
70,59,239,7,81,1,76.76,emergency,critical,scale_up
20,19,340,2,811,7,51.32,analytics,non_critical,scale_up
11,16,80,4,48,4,47.37,patient_monitoring,critical,scale_down
66,55,140,10,204,8,63.91,analytics,non_critical,scale_up
27,91,279,3,1122,2,70.94,pharmacy,non_critical,stable
29,46,46,4,624,4,34.15,analytics,non_critical,stable
69,62,236,7,117,9,76.93,lab_report,non_critical,scale_up
6,38,166,5,682,2,32.36,patient_monitoring,critical,stable
70,62,396,10,243,3,93.69,patient_monitoring,critical,scale_up
96,19,319,2,1459,10,41.95,emergency,critical,scale_up
93,21,365,3,1264,4,46.68,analytics,non_critical,scale_up
8,85,326,5,781,4,63.66,pharmacy,non_critical,scale_up
55,73,335,8,270,9,83.44,lab_report,non_critical,scale_up
81,76,343,3,1398,3,100.4,lab_report,non_critical,scale_up
49,55,48,8,645,6,47.09,analytics,non_critical,scale_up
14,76,242,5,1259,6,56.52,patient_monitoring,critical,scale_up
39,32,118,0,492,4,41.88,analytics,non_critical,stable
10,79,26,0,35,5,74.23,emergency,critical,scale_down
27,44,333,3,117,7,60.23,analytics,non_critical,scale_up
4,55,215,3,759,6,41.52,pharmacy,non_critical,stable
46,39,231,10,1259,4,60.32,pharmacy,non_critical,scale_up
45,86,388,1,1243,7,89.59,lab_report,non_critical,scale_up
1,51,23,10,14,5,58.26,lab_report,non_critical,scale_up
49,84,268,10,1412,4,79.32,lab_report,non_critical,scale_up
3,59,149,5,55,4,34.21,pharmacy,non_critical,scale_down
77,10,355,10,1083,1,79.17,lab_report,non_critical,scale_up
87,22,253,8,318,3,76.04,emergency,critical,scale_up
4,85,47,3,400,6,33.0,emergency,critical,stable
24,24,270,0,114,2,46.43,emergency,critical,scale_up
100,89,416,5,1647,8,95.63,pharmacy,non_critical,scale_down
97,88,321,5,1494,1,109.99,pharmacy,non_critical,scale_up
19,95,323,8,1259,5,72.82,lab_report,non_critical,scale_up
13,55,226,2,769,9,47.14,emergency,critical,scale_up
54,80,179,10,1385,9,71.67,patient_monitoring,critical,scale_up
30,67,335,9,1225,5,71.05,patient_monitoring,critical,scale_up
92,26,252,10,1214,6,79.38,lab_report,non_critical,scale_up
76,23,373,2,142,2,82.48,analytics,non_critical,scale_up
23,84,193,4,1455,9,58.91,lab_report,non_critical,scale_down
84,94,180,4,31,1,88.26,patient_monitoring,critical,scale_up
7,15,163,3,219,9,24.74,analytics,non_critical,scale_down
44,60,111,3,1372,9,53.84,analytics,non_critical,scale_down
34,23,227,7,1367,8,49.33,patient_monitoring,critical,scale_up
23,31,40,9,206,2,25.21,patient_monitoring,critical,scale_up
70,5,33,10,564,3,40.93,patient_monitoring,critical,scale_up
33,45,212,2,1129,6,53.46,pharmacy,non_critical,stable
31,57,327,10,98,6,65.5,pharmacy,non_critical,scale_up
23,49,184,10,1497,10,47.59,pharmacy,non_critical,scale_up
62,9,113,4,890,4,46.78,patient_monitoring,critical,scale_up
59,92,291,7,175,9,86.55,analytics,non_critical,scale_up
59,53,323,5,1387,6,80.47,patient_monitoring,critical,scale_up
87,44,385,5,1070,2,97.34,pharmacy,non_critical,scale_up
90,45,453,5,1108,6,87.57,pharmacy,non_critical,scale_up
8,10,175,7,600,4,25.7,analytics,non_critical,scale_up
87,40,117,6,1310,9,69.82,lab_report,non_critical,scale_down
7,50,28,10,15,3,72.57,patient_monitoring,critical,scale_up
67,82,140,4,929,9,73.96,pharmacy,non_critical,scale_down
87,23,86,5,414,6,59.83,pharmacy,non_critical,scale_up
33,17,63,3,1452,5,30.8,emergency,critical,scale_up
83,74,110,4,562,3,75.82,emergency,critical,scale_up
14,39,21,1,12,8,50.61,analytics,non_critical,scale_down
9,61,48,4,40,3,32.32,pharmacy,non_critical,scale_down
15,26,30,3,28,4,67.67,patient_monitoring,critical,scale_down
94,68,254,5,359,8,93.52,lab_report,non_critical,scale_down
8,62,66,1,37,7,40.72,patient_monitoring,critical,scale_down
33,56,250,8,1020,10,60.34,patient_monitoring,critical,scale_up
48,28,196,1,1437,8,54.87,analytics,non_critical,scale_down
1,79,374,7,563,2,62.73,lab_report,non_critical,scale_up
29,32,279,9,820,5,53.64,lab_report,non_critical,scale_up
57,48,371,4,1157,4,82.31,lab_report,non_critical,scale_up
13,68,75,9,22,2,34.24,emergency,critical,scale_up
14,70,263,1,1075,1,56.45,lab_report,non_critical,stable
85,55,112,3,1337,2,72.87,pharmacy,non_critical,stable
58,10,342,10,872,6,67.94,pharmacy,non_critical,scale_up
60,80,375,10,600,10,92.7,pharmacy,non_critical,scale_up
98,66,343,5,1341,3,51.32,analytics,non_critical,scale_up
91,15,351,0,1757,10,81.78,pharmacy,non_critical,scale_down
74,80,165,2,165,10,77.83,analytics,non_critical,scale_down
56,56,215,2,1272,4,68.84,analytics,non_critical,stable
6,17,201,0,563,6,29.33,analytics,non_critical,stable
96,59,296,0,1417,2,75.22,analytics,non_critical,scale_up
90,16,73,9,40,10,57.18,pharmacy,non_critical,scale_up
12,64,204,5,160,1,45.92,patient_monitoring,critical,scale_up
62,22,130,1,378,10,51.36,analytics,non_critical,scale_down
95,50,301,8,35,9,92.67,pharmacy,non_critical,scale_up
49,60,236,2,1415,3,68.93,analytics,non_critical,stable
63,69,396,6,1190,3,94.18,emergency,critical,scale_up
70,13,235,9,911,9,64.22,lab_report,non_critical,scale_up
4,15,99,10,623,8,17.65,emergency,critical,scale_up
16,51,30,1,682,8,27.66,analytics,non_critical,scale_down
88,56,231,8,1198,9,62.46,analytics,non_critical,scale_up
55,75,385,0,1168,6,90.84,emergency,critical,scale_up
72,81,75,1,1081,1,69.96,patient_monitoring,critical,scale_up
20,92,393,7,433,7,77.77,lab_report,non_critical,scale_up
44,26,95,8,495,9,40.29,emergency,critical,scale_up
25,52,264,2,926,8,56.35,lab_report,non_critical,scale_down
82,47,52,2,551,6,61.4,analytics,non_critical,stable
89,85,273,7,1244,1,49.32,patient_monitoring,critical,scale_up
41,74,332,10,121,8,76.14,emergency,critical,scale_up
83,71,175,6,1123,10,82.55,pharmacy,non_critical,scale_down
50,93,190,7,61,1,72.02,analytics,non_critical,scale_up
26,87,140,7,1351,5,55.8,emergency,critical,scale_up
70,44,347,9,1348,8,85.6,patient_monitoring,critical,scale_up
17,20,65,4,46,4,37.7,patient_monitoring,critical,scale_down
82,44,76,10,161,5,62.12,patient_monitoring,critical,scale_up
93,93,58,6,583,7,81.37,lab_report,non_critical,scale_up
76,85,84,1,1039,4,73.98,emergency,critical,scale_up
42,12,93,10,307,8,34.51,patient_monitoring,critical,scale_up
3,94,122,1,150,2,42.2,patient_monitoring,critical,stable
53,53,204,2,1188,6,65.18,patient_monitoring,critical,scale_up
93,14,206,0,1229,10,65.92,lab_report,non_critical,scale_down
87,57,259,8,1315,9,89.13,emergency,critical,scale_up
25,10,319,5,1143,6,49.69,lab_report,non_critical,scale_up
64,25,49,2,128,8,44.66,lab_report,non_critical,scale_down
87,32,128,3,1066,2,68.03,pharmacy,non_critical,scale_up
93,48,329,10,1982,2,84.11,emergency,critical,scale_up
92,33,314,5,1516,6,49.35,lab_report,non_critical,scale_up
59,63,306,10,1134,1,81.27,analytics,non_critical,scale_up
57,81,322,9,123,4,85.25,analytics,non_critical,scale_up
79,83,376,10,800,10,103.6,emergency,critical,scale_up
21,14,121,9,110,1,27.02,analytics,non_critical,scale_up
76,13,289,4,1267,5,73.33,emergency,critical,scale_up
4,70,203,0,559,5,44.42,analytics,non_critical,stable
5,42,36,9,20,6,61.79,analytics,non_critical,scale_up
63,18,350,6,283,4,72.47,pharmacy,non_critical,scale_up
9,84,298,8,480,3,60.46,analytics,non_critical,scale_up
91,6,20,3,589,9,50.48,lab_report,non_critical,scale_down
16,15,70,5,49,5,44.96,lab_report,non_critical,scale_down
95,72,237,0,1357,6,95.51,pharmacy,non_critical,scale_up
84,91,105,1,1291,2,82.38,emergency,critical,scale_up
59,67,339,1,1390,7,86.28,patient_monitoring,critical,scale_up
16,9,106,0,1424,7,24.15,lab_report,non_critical,stable
8,75,392,2,682,9,67.06,patient_monitoring,critical,scale_up
7,75,55,6,47,1,83.32,analytics,non_critical,scale_down
93,70,335,10,1351,3,46.82,analytics,non_critical,scale_up
70,89,86,6,344,6,70.99,emergency,critical,stable
68,69,160,9,777,8,72.25,emergency,critical,scale_up
62,14,270,0,886,6,63.97,patient_monitoring,critical,scale_up
13,46,147,3,115,3,35.23,pharmacy,non_critical,stable
20,26,155,3,719,9,34.74,analytics,non_critical,scale_down
24,22,399,9,777,4,60.05,patient_monitoring,critical,scale_up
32,56,311,0,741,2,65.38,pharmacy,non_critical,scale_up
99,86,308,2,123,10,106.35,lab_report,non_critical,scale_down
28,38,177,9,291,9,43.68,pharmacy,non_critical,scale_up
26,57,106,10,1206,3,43.11,lab_report,non_critical,scale_up
99,65,288,2,1226,9,100.25,pharmacy,non_critical,scale_down
47,17,391,0,270,1,68.24,analytics,non_critical,scale_up
10,5,177,3,610,9,25.42,emergency,critical,stable
11,78,42,3,27,3,72.91,emergency,critical,scale_down
27,19,346,5,1189,3,56.18,emergency,critical,scale_up
42,56,101,0,808,8,49.52,emergency,critical,scale_up
67,44,60,8,693,8,54.09,lab_report,non_critical,scale_up
16,48,23,3,31,9,49.41,lab_report,non_critical,scale_down
60,91,93,5,1176,5,68.95,analytics,non_critical,stable
97,54,400,0,1697,7,51.42,analytics,non_critical,scale_up
89,60,153,8,817,2,79.43,emergency,critical,scale_up
13,57,53,9,37,10,60.97,emergency,critical,scale_up
36,54,377,3,723,4,73.35,lab_report,non_critical,scale_up
36,43,37,5,1405,7,37.41,emergency,critical,scale_up
86,92,393,5,1560,7,74.56,analytics,non_critical,scale_up
79,53,188,8,647,10,75.49,lab_report,non_critical,scale_up
92,54,84,6,1407,5,73.41,lab_report,non_critical,scale_up
44,67,26,6,565,8,45.83,analytics,non_critical,scale_down
91,77,209,2,1238,1,91.98,patient_monitoring,critical,scale_up
63,69,236,9,636,10,77.07,patient_monitoring,critical,scale_up
72,79,273,3,1152,4,89.3,patient_monitoring,critical,scale_up
52,64,108,3,849,1,57.7,patient_monitoring,critical,scale_up
62,79,343,6,1081,8,91.16,patient_monitoring,critical,scale_up
83,25,251,2,145,8,74.39,lab_report,non_critical,scale_down
52,48,192,6,1490,10,62.58,emergency,critical,scale_up
29,64,230,2,694,9,58.09,lab_report,non_critical,scale_down
18,42,230,2,888,9,46.38,patient_monitoring,critical,scale_up
99,55,45,8,603,9,71.71,patient_monitoring,critical,scale_up
19,59,37,6,1377,6,33.65,emergency,critical,scale_up
99,95,387,5,1303,9,119.31,pharmacy,non_critical,scale_down
85,20,37,10,798,9,53.8,patient_monitoring,critical,scale_up
90,65,286,0,300,3,93.7,pharmacy,non_critical,scale_up
10,51,21,9,14,1,51.78,lab_report,non_critical,scale_up
27,73,149,6,1407,10,53.11,pharmacy,non_critical,scale_down
63,27,343,10,701,4,75.3,lab_report,non_critical,scale_up
7,26,288,5,921,1,41.94,lab_report,non_critical,stable
28,17,195,7,531,1,39.66,lab_report,non_critical,scale_up
15,23,31,8,25,3,59.54,lab_report,non_critical,scale_up
85,82,32,9,312,7,70.92,pharmacy,non_critical,scale_up
25,58,166,0,118,4,46.74,pharmacy,non_critical,stable
85,80,494,1,1845,5,56.02,pharmacy,non_critical,scale_up
90,74,191,6,1441,6,89.18,emergency,critical,scale_up
74,83,340,2,243,4,96.39,pharmacy,non_critical,scale_up
42,91,380,3,432,6,87.16,analytics,non_critical,scale_up
72,71,330,5,644,1,91.59,lab_report,non_critical,scale_up
19,40,31,8,30,6,82.49,emergency,critical,scale_up
27,32,284,2,246,10,51.99,pharmacy,non_critical,scale_down
48,78,221,7,386,10,70.27,analytics,non_critical,scale_up
16,54,137,3,1011,6,39.92,emergency,critical,scale_up
44,6,60,4,915,8,31.63,patient_monitoring,critical,scale_up
39,13,202,3,102,7,43.8,pharmacy,non_critical,stable
7,69,328,8,856,8,58.71,lab_report,non_critical,scale_up
38,81,148,9,283,7,58.67,patient_monitoring,critical,scale_up
56,14,22,0,438,9,35.28,emergency,critical,stable
81,28,169,6,1105,3,68.01,analytics,non_critical,stable
14,70,61,3,41,2,40.75,lab_report,non_critical,scale_down
94,22,165,6,808,4,71.72,lab_report,non_critical,scale_up
59,74,339,9,939,7,87.48,lab_report,non_critical,scale_up
1,16,74,8,24,1,36.73,analytics,non_critical,scale_up
55,34,252,6,762,5,64.42,analytics,non_critical,stable
82,30,328,5,1474,3,85.75,analytics,non_critical,scale_up
16,45,334,6,1349,3,57.6,patient_monitoring,critical,scale_up
3,81,317,4,1301,9,60.1,patient_monitoring,critical,scale_up
6,93,194,7,749,9,51.8,pharmacy,non_critical,scale_up
19,76,68,1,31,9,63.06,patient_monitoring,critical,scale_down
98,75,141,6,449,3,86.5,lab_report,non_critical,scale_up
68,55,177,10,1032,3,70.26,pharmacy,non_critical,scale_up
50,43,341,1,910,4,73.82,emergency,critical,scale_up
2,53,32,3,7,3,87.95,analytics,non_critical,scale_down
88,88,217,5,585,2,93.27,analytics,non_critical,scale_up
22,48,225,8,496,4,48.89,patient_monitoring,critical,scale_up
61,59,286,3,1401,5,79.6,patient_monitoring,critical,scale_up
2,90,47,0,1229,7,35.16,analytics,non_critical,stable
89,47,335,3,57,7,92.21,emergency,critical,scale_up
22,32,68,8,394,4,28.19,emergency,critical,scale_up
95,18,93,2,1171,7,64.54,patient_monitoring,critical,scale_up
18,32,35,3,15,1,42.51,lab_report,non_critical,scale_down
51,29,79,6,1137,5,44.37,pharmacy,non_critical,stable
99,24,229,1,1236,9,82.07,analytics,non_critical,scale_down
96,89,156,1,823,3,91.95,lab_report,non_critical,scale_up
67,87,260,2,892,5,87.38,pharmacy,non_critical,stable
51,8,208,6,670,9,50.04,patient_monitoring,critical,scale_up
5,92,74,4,25,7,94.17,lab_report,non_critical,scale_down
60,16,331,4,37,3,67.97,emergency,critical,scale_up
87,87,363,2,1262,8,108.42,emergency,critical,scale_up
18,10,56,3,31,5,63.73,lab_report,non_critical,scale_down
97,8,78,3,149,6,59.0,lab_report,non_critical,scale_up
11,37,35,4,10,2,68.95,analytics,non_critical,scale_down
23,72,258,9,752,4,60.4,patient_monitoring,critical,scale_up
13,22,178,8,467,6,31.83,lab_report,non_critical,scale_up
10,16,54,8,20,9,82.05,pharmacy,non_critical,scale_up
99,61,394,1,930,10,109.06,pharmacy,non_critical,scale_down
25,90,144,0,703,4,55.31,analytics,non_critical,stable
70,55,322,4,1216,1,86.13,pharmacy,non_critical,scale_up
15,90,66,0,5,7,62.64,analytics,non_critical,scale_down
13,92,80,3,36,8,59.27,pharmacy,non_critical,scale_down
53,38,99,0,1181,1,50.16,patient_monitoring,critical,scale_up
65,6,70,10,828,1,42.96,patient_monitoring,critical,scale_up
66,32,349,7,404,4,78.31,lab_report,non_critical,scale_up
37,24,83,0,420,9,34.84,patient_monitoring,critical,stable
75,76,86,7,1044,8,70.99,pharmacy,non_critical,scale_up
95,67,483,0,1482,6,70.29,patient_monitoring,critical,scale_up
65,29,188,6,869,8,61.74,analytics,non_critical,scale_down
51,32,320,7,1134,10,69.37,pharmacy,non_critical,scale_up
94,55,346,9,563,9,99.23,emergency,critical,scale_up
55,12,82,2,584,7,40.47,analytics,non_critical,stable
18,76,154,9,685,6,48.57,analytics,non_critical,scale_up
7,11,123,3,1237,6,21.57,analytics,non_critical,stable
19,49,324,2,711,7,58.02,lab_report,non_critical,scale_up
84,18,389,5,401,6,87.1,patient_monitoring,critical,scale_up
68,83,21,1,225,1,61.45,lab_report,non_critical,stable
34,53,32,0,340,7,36.78,analytics,non_critical,stable
74,73,277,10,1412,6,89.42,patient_monitoring,critical,scale_up
12,53,36,7,29,1,55.56,pharmacy,non_critical,scale_up
63,64,311,0,581,6,82.96,pharmacy,non_critical,scale_up
94,37,221,7,120,2,80.44,patient_monitoring,critical,scale_up
60,68,242,6,1083,8,76.77,emergency,critical,scale_up
85,93,327,6,1318,2,64.7,pharmacy,non_critical,scale_up
22,91,85,1,817,1,48.43,lab_report,non_critical,stable
73,7,339,4,455,6,73.41,emergency,critical,scale_up
65,24,149,4,1374,10,57.35,analytics,non_critical,scale_down
98,71,163,5,247,4,87.09,pharmacy,non_critical,scale_up
12,73,170,7,881,9,46.66,pharmacy,non_critical,scale_up
16,9,324,9,1315,9,45.73,lab_report,non_critical,scale_up
29,76,161,7,93,5,53.59,lab_report,non_critical,scale_up
88,76,372,1,46,10,104.09,analytics,non_critical,scale_down
42,16,249,5,867,1,52.43,patient_monitoring,critical,scale_up
46,18,105,4,309,5,39.52,analytics,non_critical,stable
21,20,57,0,1420,5,25.04,pharmacy,non_critical,stable
47,49,317,8,215,1,70.33,emergency,critical,scale_up
91,91,255,0,902,5,100.1,analytics,non_critical,scale_up
57,45,139,3,1466,7,58.83,patient_monitoring,critical,scale_up
25,81,279,8,1070,7,66.84,analytics,non_critical,scale_up
28,73,193,7,1206,8,57.61,lab_report,non_critical,scale_up
39,57,117,10,248,1,48.8,analytics,non_critical,scale_up
8,86,71,9,25,1,76.31,patient_monitoring,critical,scale_up
93,57,246,0,1146,1,90.49,lab_report,non_critical,scale_up
10,42,54,8,24,8,67.13,emergency,critical,scale_up
10,71,337,9,280,8,60.56,patient_monitoring,critical,scale_up
15,58,164,10,508,10,42.32,lab_report,non_critical,scale_up
36,58,328,0,1388,8,70.98,patient_monitoring,critical,scale_up
92,25,206,5,598,4,75.3,emergency,critical,scale_up
6,91,26,7,7,2,80.76,analytics,non_critical,scale_up
32,8,341,4,349,8,53.2,pharmacy,non_critical,scale_down
53,33,263,5,682,2,64.06,emergency,critical,scale_up
53,40,200,4,287,10,59.07,lab_report,non_critical,scale_down
60,43,379,5,210,10,81.22,lab_report,non_critical,scale_down
69,74,387,6,216,1,95.83,lab_report,non_critical,scale_up
43,19,190,3,621,7,47.44,emergency,critical,stable
31,29,246,9,92,1,48.98,patient_monitoring,critical,scale_up
23,50,261,2,1307,6,55.21,pharmacy,non_critical,stable
7,58,342,0,1336,1,57.77,emergency,critical,scale_up
4,21,125,7,207,1,21.21,patient_monitoring,critical,scale_up
4,66,76,9,18,5,85.85,analytics,non_critical,scale_up
96,92,354,2,128,1,111.26,emergency,critical,scale_up
48,86,28,2,616,4,53.83,lab_report,non_critical,stable
8,15,107,2,1462,9,22.12,emergency,critical,scale_up
76,59,239,9,140,1,79.88,analytics,non_critical,scale_up
55,60,291,10,1112,10,76.82,pharmacy,non_critical,scale_up
38,74,351,7,732,9,77.76,pharmacy,non_critical,scale_up
12,89,39,10,12,4,73.47,emergency,critical,scale_up
6,57,164,2,248,5,37.0,patient_monitoring,critical,stable
86,32,380,3,222,4,91.04,emergency,critical,scale_up
68,17,52,10,1225,8,46.75,lab_report,non_critical,scale_up
47,82,307,7,1011,4,80.82,lab_report,non_critical,scale_up
97,6,395,2,789,1,91.38,emergency,critical,scale_up
29,95,305,9,631,4,74.76,emergency,critical,scale_up
93,65,355,1,497,1,102.49,analytics,non_critical,scale_up
64,68,222,3,379,6,75.36,patient_monitoring,critical,scale_up
87,38,198,9,221,7,75.14,emergency,critical,scale_up
96,49,342,8,583,10,98.07,analytics,non_critical,scale_up
57,8,181,0,1329,7,51.66,lab_report,non_critical,stable
17,45,26,8,24,2,85.63,lab_report,non_critical,scale_up
33,44,245,8,1454,9,57.11,analytics,non_critical,scale_up
5,16,272,0,1369,9,37.24,lab_report,non_critical,scale_down
52,36,233,7,933,5,61.97,pharmacy,non_critical,scale_up
44,56,181,7,575,7,58.05,lab_report,non_critical,scale_up
59,56,308,0,384,2,77.87,analytics,non_critical,scale_up
54,18,32,9,1234,9,38.07,emergency,critical,scale_up
65,70,82,8,532,6,62.76,emergency,critical,scale_up
82,16,168,0,1049,9,64.7,pharmacy,non_critical,scale_down
60,63,37,3,557,3,53.71,analytics,non_critical,stable
39,71,83,2,551,2,50.2,emergency,critical,stable
33,63,95,0,874,8,46.65,emergency,critical,scale_up
16,29,178,9,477,6,35.45,lab_report,non_critical,scale_up
19,21,292,1,19,7,45.04,patient_monitoring,critical,scale_up
60,85,313,1,143,8,87.09,pharmacy,non_critical,scale_down
79,77,227,10,507,10,86.31,patient_monitoring,critical,scale_up
72,27,86,4,1431,7,55.56,analytics,non_critical,stable
49,32,203,8,1459,8,57.32,patient_monitoring,critical,scale_up
58,62,31,4,1227,2,53.15,emergency,critical,scale_up
24,67,349,1,1206,9,69.41,emergency,critical,scale_up
42,17,158,3,1026,9,43.95,patient_monitoring,critical,scale_up
61,38,296,5,422,2,72.34,lab_report,non_critical,stable
89,35,276,6,356,6,83.31,emergency,critical,scale_up
10,93,398,9,93,5,72.89,pharmacy,non_critical,scale_up
11,55,32,2,41,10,54.53,analytics,non_critical,scale_down
3,74,94,6,1067,2,35.23,patient_monitoring,critical,scale_up
30,21,222,5,1126,8,45.75,pharmacy,non_critical,scale_down
33,21,247,2,741,6,48.98,lab_report,non_critical,stable
54,8,324,7,931,6,63.66,lab_report,non_critical,scale_up
6,31,187,4,371,10,31.74,pharmacy,non_critical,scale_down
65,84,56,2,1492,5,66.28,pharmacy,non_critical,stable
50,69,253,0,1396,7,73.79,patient_monitoring,critical,scale_up
32,37,273,7,1399,5,57.2,pharmacy,non_critical,scale_up
48,48,339,8,418,5,73.14,analytics,non_critical,scale_up
10,93,42,1,851,2,38.8,patient_monitoring,critical,scale_up
20,14,99,9,1334,5,26.77,lab_report,non_critical,scale_up
29,86,52,2,838,10,47.18,lab_report,non_critical,scale_down
77,33,391,9,410,7,88.32,emergency,critical,scale_up
92,82,295,7,50,7,100.2,lab_report,non_critical,scale_up
96,84,332,1,1297,5,108.99,analytics,non_critical,scale_up
20,56,27,8,49,3,51.78,patient_monitoring,critical,scale_up
74,25,297,2,40,8,74.28,lab_report,non_critical,scale_down
86,23,380,5,427,9,88.75,pharmacy,non_critical,scale_down
92,86,232,10,1066,5,97.13,emergency,critical,scale_up
80,67,308,2,1462,10,93.82,patient_monitoring,critical,scale_up
13,70,229,9,819,3,52.04,analytics,non_critical,scale_up
59,6,308,6,220,1,62.54,analytics,non_critical,scale_up
62,5,65,4,426,7,39.85,pharmacy,non_critical,stable
50,90,278,3,874,1,81.55,emergency,critical,scale_up
94,44,115,5,1391,4,74.48,patient_monitoring,critical,scale_up
76,46,51,6,1379,3,59.66,emergency,critical,scale_up
94,85,162,10,1343,2,91.39,emergency,critical,scale_up
27,26,260,8,175,2,47.65,analytics,non_critical,scale_up
10,23,67,10,586,6,19.77,lab_report,non_critical,scale_up
99,77,262,9,1423,8,76.04,pharmacy,non_critical,scale_up
18,15,258,8,175,9,39.65,lab_report,non_critical,scale_up
13,91,63,0,124,8,40.35,analytics,non_critical,scale_down
42,6,118,6,1057,7,36.71,pharmacy,non_critical,stable
42,82,186,3,1373,1,66.95,emergency,critical,scale_up
10,46,78,4,570,4,27.74,lab_report,non_critical,stable
14,57,81,3,1169,9,34.54,patient_monitoring,critical,scale_up
96,26,253,7,702,10,82.5,analytics,non_critical,scale_up
48,15,218,6,147,10,50.59,lab_report,non_critical,scale_down
51,5,55,0,330,10,33.16,emergency,critical,stable
99,35,163,5,117,2,76.53,patient_monitoring,critical,scale_up
93,15,274,2,345,3,79.09,pharmacy,non_critical,scale_up
63,80,123,1,873,2,69.55,lab_report,non_critical,stable
21,74,219,8,1064,6,56.73,analytics,non_critical,scale_up
91,73,372,4,845,4,106.29,lab_report,non_critical,scale_up
40,16,341,10,1177,6,61.25,analytics,non_critical,scale_up
51,74,296,3,1206,6,79.71,emergency,critical,scale_up
35,75,199,9,601,7,61.1,patient_monitoring,critical,scale_up
31,76,272,2,1314,5,68.13,analytics,non_critical,stable
68,32,375,1,1495,5,84.09,pharmacy,non_critical,scale_up
26,60,346,10,482,8,66.56,analytics,non_critical,scale_up
10,86,65,9,210,3,37.72,pharmacy,non_critical,scale_up
18,15,370,2,1084,2,52.67,analytics,non_critical,scale_up
97,34,339,9,797,7,94.19,analytics,non_critical,scale_up
95,22,143,5,126,3,68.65,lab_report,non_critical,scale_up
1,41,77,10,22,10,47.21,analytics,non_critical,scale_up
18,62,22,2,42,2,93.51,pharmacy,non_critical,scale_down
42,88,35,0,267,2,51.43,emergency,critical,stable
9,36,176,4,1146,6,35.19,analytics,non_critical,stable
42,33,41,3,598,2,36.2,emergency,critical,stable
93,7,423,3,1540,10,35.54,pharmacy,non_critical,scale_down
98,12,80,4,891,3,62.38,pharmacy,non_critical,scale_up
46,80,291,8,997,9,78.09,lab_report,non_critical,scale_up
83,69,224,4,1336,10,87.27,emergency,critical,scale_up
2,21,52,9,36,2,44.92,lab_report,non_critical,scale_up
90,68,49,6,653,8,71.61,lab_report,non_critical,scale_down
33,67,178,1,432,4,55.26,patient_monitoring,critical,stable
59,69,98,4,734,8,61.47,emergency,critical,stable
10,42,325,8,195,6,50.49,emergency,critical,scale_up
83,24,301,9,286,7,79.37,lab_report,non_critical,scale_up
9,22,229,4,1274,10,36.55,pharmacy,non_critical,scale_down
7,36,76,5,19,9,79.6,pharmacy,non_critical,scale_down
65,42,245,5,488,4,70.58,patient_monitoring,critical,scale_up
8,92,74,7,28,3,72.55,lab_report,non_critical,scale_up
91,77,392,3,1390,6,43.02,lab_report,non_critical,scale_up
43,28,135,3,846,10,45.09,pharmacy,non_critical,scale_down
92,72,217,8,1131,5,91.56,lab_report,non_critical,scale_up
44,53,79,0,1183,3,48.17,emergency,critical,scale_up
